hotel_name,location,rating,review_score,num_reviews,room_score,room_type,bed_type,price_bdt,price_eur,source
Apartamento Camiño dos Faros,Ponteceso,9.0,Wonderful,47,9.0,Two-Bedroom Apartment,"3 beds (1 twin, 1 full, 1 sofa bed)",143095.0,1192.46,Booking.com
Aparthotel Ona Campanario,La Cala de Mijas,8.5,Very Good,656,8.6,Three-Bedroom Apartment (8 Adults),"6 beds (4 twins, 1 full, 1 sofa bed)",311357.0,2594.64,Booking.com
Hotel Meleiros,Castro de Sanabria,7.8,Good,545,8.0,Twin Room,2 twin beds,170575.0,1421.46,Booking.com
Amazing Duna Beach Seafront Apartament,Torrox,9.7,Exceptional,11,9.8,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",343586.0,2863.22,Booking.com
Apartamentos El Bergantin Menorca Club,Fornells,9.0,Wonderful,398,9.3,Studio with Sea View - Adults Only,1 full bed,245627.0,2046.89,Booking.com
Apartamentos Galicia Norte,O Porto de Espasante,7.9,Good,82,8.2,Deluxe Junior Suite,"3 beds (2 twins, 1 full)",316781.0,2639.84,Booking.com
BelleVue Club,Port d'Alcudia,6.7,Review score,2506,,Studio,"3 beds (2 twins, 1 sofa bed)",138187.0,1151.56,Booking.com
Hotel Santuari,Balaguer,8.4,Very Good,367,8.9,Twin Room,2 twin beds,183107.0,1525.89,Booking.com
Apartamentos Solamaza,Isla,8.4,Very Good,309,8.6,Apartment with Terrace (4-6 Adults),"4 beds (2 twins, 1 full, 1 sofa bed)",353623.0,2946.86,Booking.com
Hotel Convent de Begur,Begur,8.6,Excellent,979,9.0,Small Double Room,1 full bed,327461.0,2728.84,Booking.com
Exe Plaza,"Tetuan, Madrid",8.4,Very Good,4361,8.8,Double or Twin Room,1 double or 2 twins,500352.0,4169.6,Booking.com
Meliá Cala Galdana,Cala Galdana,8.4,Very Good,559,8.9,Melia Guestroom Cala Galdana View,1 king bed,453821.0,3781.84,Booking.com
Casa Gabriel,Vecindario,9.1,Wonderful,29,9.1,Three-Bedroom Apartment,"5 beds (2 twins, 1 full, 2 bunk beds)",182759.0,1522.99,Booking.com
Hotel & Spa Sierra de Cazorla 4*,Cazorla,8.3,Very Good,897,8.6,Twin Room,2 twin beds,267930.0,2232.75,Booking.com
Area Suites,Jove,8.6,Excellent,561,9.2,Two-Bedroom Apartment,"4 beds (2 twins, 1 sofa bed, 1 queen)",167093.0,1392.44,Booking.com
The Social Hub Madrid,"Moncloa-Aravaca, Madrid",8.8,Excellent,844,9.2,Standard King Room,1 king bed,517874.0,4315.62,Booking.com
Hotel Apartamentos Loto Conil,Conil de la Frontera,9.0,Wonderful,651,9.3,Apartment with Pool View,"2 beds (1 full, 1 sofa bed)",237839.0,1981.99,Booking.com
Hotel Delfín,Tossa de Mar,8.9,Excellent,1566,9.4,Double or Twin Room with Terrace,Multiple bed types,215133.0,1792.78,Booking.com
Villa June,Benitachell,8.0,Very Good,,,Villa with Private Pool,"3 beds (2 twins, 1 full)",358207.0,2985.06,Booking.com
La Posada del Casar,Casar de Palomero,9.1,Wonderful,366,9.4,Double or Twin Room,1 double or 2 twins,236136.0,1967.8,Booking.com
Apartamentos Cordial Magec Taurito,Taurito,8.9,Excellent,775,9.2,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",184260.0,1535.5,Booking.com
Vincci Frontaura,Valladolid,8.5,Very Good,3503,9.0,Standard Double or Twin Room,1 double or 2 twins,287766.0,2398.05,Booking.com
Motel Emporio,Cabezón de Pisuerga,7.9,Good,1595,8.3,Double Room,1 queen bed,121259.0,1010.49,Booking.com
Irenaz Resort Apartamentos,San Sebastián,8.8,Excellent,521,9.1,One-Bedroom Apartment with Terrace,"2 beds (1 sofa bed, 1 queen)",518859.0,4323.82,Booking.com
Hostal Casa Juan,Castejón de Sos,8.2,Very Good,222,8.1,Twin Room,2 twin beds,130751.0,1089.59,Booking.com
Hotel Elorrio,Elorrio,8.4,Very Good,314,8.9,Double Room,1 full bed,201789.0,1681.58,Booking.com
Hotel Intriago I & II,Intriago,8.0,Very Good,428,,Standard Double or Twin Room,1 double or 2 twins,146787.0,1223.22,Booking.com
Tierra de Biescas,Biescas,8.7,Excellent,1371,9.0,Double or Twin Room with Cycling Package,1 double or 2 twins,302254.0,2518.78,Booking.com
Valle Del Este Golf Resort,Vera,8.3,Very Good,1287,8.6,Twin Room with Golf View,2 twin beds,308636.0,2571.97,Booking.com
Barceló Margaritas,Playa del Ingles,8.3,Very Good,950,8.8,Double Room,"3 beds (2 twins, 1 sofa bed)",292065.0,2433.88,Booking.com
Hostal Al-Qazeres,Cáceres,7.4,Good,1289,,Economy Double Room,1 full bed,145046.0,1208.72,Booking.com
NYX Hotel Madrid by Leonardo Hotels,"Tetuan, Madrid",8.2,Very Good,5296,8.7,Economy Double Room,1 full bed,524604.0,4371.7,Booking.com
Apartamentos Los Tarajales,Valle Gran Rey,7.9,Good,111,8.1,Studio with Sea View,2 twin beds,194942.0,1624.52,Booking.com
Casa Telma,Alcañiz,9.4,Wonderful,36,9.3,Bungalow,"3 beds (2 twins, 1 sofa bed)",254121.0,2117.68,Booking.com
Hostal San Isidro,Autol,7.6,Good,257,,Deluxe Queen Room,1 full bed,119402.0,995.02,Booking.com
Arrels d'Emporda,Palafrugell,8.5,Very Good,1214,8.8,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",232136.0,1934.47,Booking.com
Hotel Veracruz Plaza & Spa,Valdepeñas,8.6,Excellent,1375,9.0,Superior Double Room,1 king bed,303553.0,2529.61,Booking.com
Hotel Trias,Palamós,8.4,Very Good,2323,8.8,Twin Room with Street View,2 twin beds,236495.0,1970.79,Booking.com
Eurostars Reina Felicia,Jaca,8.4,Very Good,1685,9.0,Standard Twin Room,1 double or 2 twins,205966.0,1716.38,Booking.com
Helios Mallorca Hotel & Apartments,Can Pastilla,8.9,Excellent,6059,9.1,Twin Room with Balcony,2 twin beds,321771.0,2681.42,Booking.com
Camping Roca Grossa,Calella,8.5,Very Good,657,8.4,Two-Bedroom Bungalow (4 Adults),"2 beds (1 full, 1 bunk bed)",211768.0,1764.73,Booking.com
Hotel Arillo,Noja,7.2,Good,1064,,Double or Twin Room,1 double or 2 twins,185659.0,1547.16,Booking.com
Hostal Isabel II,Figueres,7.2,Good,1170,,Double or Twin Room,1 double or 2 twins,113327.0,944.39,Booking.com
Ona Marinas de Nerja Spa Resort,Nerja,8.5,Very Good,1961,8.8,One-Bedroom Apartment with Terrace (2 Adults),2 twin beds,461712.0,3847.6,Booking.com
Hotel La Posada,Broto,7.7,Good,1094,8.0,Economy Double or Twin Room,1 double or 2 twins,117198.0,976.65,Booking.com
HSM Lago Park,Playa de Muro,8.3,Very Good,557,8.5,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",156514.0,1304.28,Booking.com
Exe Sevilla Macarena,"Macarena, Seville",7.5,Good,8588,8.0,Double or Twin Room,2 twin beds,418662.0,3488.85,Booking.com
VIK Coral Beach,Playa Blanca,7.7,Good,1778,,Two- Bedroom Villa with Sea View,"4 beds (2 twins, 1 full, 1 sofa bed)",339098.0,2825.82,Booking.com
Senator Barajas,"Barajas, Madrid",7.7,Good,5164,8.2,Double King Room,1 queen bed,294361.0,2453.01,Booking.com
Hotel Rural La Muedra,Vinuesa,8.4,Very Good,348,8.5,Queen Suite with Spa Bath,1 king bed,438307.0,3652.56,Booking.com
NH Marbella,Marbella,8.3,Very Good,1922,8.8,Standard Double or Twin Room with Terrace,Multiple bed types,400681.0,3339.01,Booking.com
Hotel Vila-real Palace,Villareal,7.4,Good,821,,Double or Twin Room,2 twin beds,217372.0,1811.43,Booking.com
Hotel Reymar Playa,"Malgrat de Mar Beach, Malgrat de Mar",7.6,Good,1168,8.0,Family Room,4 twin beds,206546.0,1721.22,Booking.com
Royal Golf Park Club,San Miguel de Abona,8.7,Excellent,340,8.8,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",207126.0,1726.05,Booking.com
ROCASOL - Beach,"Fossa-Levante Beach, Calpe",8.9,Excellent,124,9.2,One-Bedroom Apartment,1 full bed,182759.0,1522.99,Booking.com
AxelBeach Maspalomas - Apartments and Lounge Club - Adults Only,Playa del Ingles,7.9,Good,2077,8.2,One-Bedroom Apartment (2 Adults),"2 beds (1 sofa bed, 1 queen)",222809.0,1856.74,Booking.com
Apartamento Postman,Arenales del Sol,9.8,Exceptional,31,9.8,Apartment,"3 beds (1 twin, 1 bunk bed, 1 queen)",515205.0,4293.38,Booking.com
Hipotels Dunas Aparthotel,Cala Millor,8.5,Very Good,969,8.6,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",248705.0,2072.54,Booking.com
Apartamentos Miguel Angel,Estepona,9.2,Wonderful,260,9.4,One-Bedroom Apartment (2 Adults),"3 beds (2 twins, 1 full)",190069.0,1583.91,Booking.com
Zoku Paris,"17th arr., Paris",9.2,Wonderful,34,9.5,Loft,1 king bed,337341.0,2811.18,Booking.com
Grand Hotel Francais,"11th arr., Paris",8.5,Very Good,496,8.8,Superior Room,1 full bed,586916.0,4890.97,Booking.com
Appart'City Classic Paris La Villette,"19th arr., Paris",7.1,Good,1189,,Double Studio,1 full bed,305526.0,2546.05,Booking.com
Hotel Riviera,"9th arr., Paris",5.2,Review score,15,,Double Room,1 full bed,410319.0,3419.32,Booking.com
Emerald Oasis close to Fashionable Le Marais,"3rd arr., Paris",3.0,Review score,,,Studio,1 full bed,403809.0,3365.08,Booking.com
Hôtel Mistral,"14th arr., Paris",8.7,Excellent,461,9.0,Double Room,1 full bed,572295.0,4769.12,Booking.com
Hôtel Lebron,"9th arr., Paris",5.5,Review score,84,,Double Room,1 full bed,337668.0,2813.9,Booking.com
Hotel Richmond Gare du Nord,"10th arr., Paris",7.0,Good,931,,Triple Room,"2 beds (1 twin, 1 full)",638775.0,5323.12,Booking.com
Hôtel Renoir Montparnasse,"14th arr., Paris",6.2,Review score,1029,,Double or Twin Room,1 double or 2 twins,410075.0,3417.29,Booking.com
Hotel Royal Phare,"7th arr., Paris",8.3,Very Good,1409,8.7,Classic Double Room,1 queen bed,689963.0,5749.69,Booking.com
Aparthotel Adagio Porte de Versailles,Paris,7.6,Good,2371,,Studio with Balcony,1 double or 2 twins,524372.0,4369.77,Booking.com
Hôtel Du Leman,"9th arr., Paris",7.4,Good,1093,,Double Room,1 full bed,409379.0,3411.49,Booking.com
La Belle Ville,"19th arr., Paris",8.8,Excellent,1858,9.3,Superior Double Room,1 full bed,563128.0,4692.73,Booking.com
Ibis Paris Tour Eiffel Cambronne 15ème,"15th arr., Paris",7.5,Good,7366,,Standard Room with 2 Single Beds,2 twin beds,483770.0,4031.42,Booking.com
Austin's Arts Et Metiers Hotel,"3rd arr., Paris",8.1,Very Good,1378,8.6,Double Room,1 full bed,676847.0,5640.39,Booking.com
Superbe Appartement - Hyper Centre - Romantique,"2nd arr., Paris",7.0,Good,,,One-Bedroom Apartment,1 full bed,665821.0,5548.51,Booking.com
Hotel de France 18,"18th arr., Paris",5.9,Review score,1513,,Double Room with Shared Bathroom,1 full bed,214575.0,1788.12,Booking.com
Luxurious Apartment next to Arc de Triomphe,"17th arr., Paris",10.0,Exceptional,,10.0,One-Bedroom Apartment,1 full bed,974712.0,8122.6,Booking.com
Courcelles Médéric,"17th arr., Paris",7.8,Good,552,8.3,Superior Double Room,1 full bed,673248.0,5610.4,Booking.com
Hôtel du Parc Montparnasse,"14th arr., Paris",8.0,Very Good,734,8.5,Standard Twin Room,2 twin beds,508127.0,4234.39,Booking.com
New Hôtel Gare Du Nord,"10th arr., Paris",7.1,Good,966,,Double Room,1 full bed,484383.0,4036.52,Booking.com
Hôtel George Washington,"8th arr., Paris",7.1,Good,666,,Classique Double Room,1 full bed,938543.0,7821.19,Booking.com
Residence Élysées,"8th arr., Paris",5.6,Review score,209,,One-Bedroom Apartment,"3 beds (2 sofa beds, 1 queen)",695940.0,5799.5,Booking.com
Hôtel De Castiglione,"8th arr., Paris",7.5,Good,3526,8.0,Superior Double Room,Multiple bed types,676497.0,5637.48,Booking.com
My Maison In Paris Invalides,"7th arr., Paris",9.2,Wonderful,358,9.4,Deluxe Studio,1 queen bed,886872.0,7390.6,Booking.com
Nice and calm studio nearby Alesia at the heart of Paris - Welkeys,"14th arr., Paris",5.7,Review score,9,,Studio,1 king bed,264689.0,2205.74,Booking.com
Mama Shelter Paris East,"20th arr., Paris",8.0,Very Good,1202,8.5,Large Mama Double Room,1 full bed,458231.0,3818.59,Booking.com
Hotel Opéra Marigny,"8th arr., Paris",8.1,Very Good,1147,8.6,Classic Double Room,1 double or 2 twins,704299.0,5869.16,Booking.com
Elysées Ceramic,"8th arr., Paris",8.3,Very Good,3963,8.6,Double Room,1 queen bed,619058.0,5158.82,Booking.com
Hôtel de l'Exposition - République,"10th arr., Paris",6.6,Review score,827,,Double Room,1 full bed,481438.0,4011.98,Booking.com
Hôtel du Temps,"9th arr., Paris",8.4,Very Good,291,8.8,Double Room,1 queen bed,697383.0,5811.52,Booking.com
Victory Hotel Galou,"10th arr., Paris",6.0,Review score,674,,Standard Triple Room,"2 beds (1 twin, 1 full)",564753.0,4706.27,Booking.com
Hotel Archetype Etoile,"17th arr., Paris",8.6,Excellent,740,9.0,Double Room,Multiple bed types,605714.0,5047.62,Booking.com
Hotel Novex Paris,"13th arr., Paris",4.6,Review score,903,,Double Room,1 full bed,277080.0,2309.0,Booking.com
Suites & Hôtel Helzear Etoile,"8th arr., Paris",8.3,Very Good,1761,8.7,Junior Suite,1 queen bed,784295.0,6535.79,Booking.com
able townhouse in the heart of Paris,"15th arr., Paris",5.9,Review score,26,,Studio,1 sofa bed,267527.0,2229.39,Booking.com
Hôtel Apollo Opéra,"9th arr., Paris",6.9,Review score,683,,Double Room,1 full bed,397562.0,3313.02,Booking.com
Unic Renoir Saint Germain,"14th arr., Paris",6.5,Review score,1225,,Double Room or Twin Room,1 full bed,410075.0,3417.29,Booking.com
Hôtel du Maine,"14th arr., Paris",7.4,Good,1649,,Superior Room,1 double or 2 twins,556630.0,4638.58,Booking.com
BEAUGRENELLE TOUR EIFFEL PARIS,"15th arr., Paris",5.0,Review score,5,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",509287.0,4244.06,Booking.com
Hôtel Ambre,"13th arr., Paris",7.6,Good,1711,,Double Room,1 full bed,450108.0,3750.9,Booking.com
Studio meublé Place de la Nation,"11th arr., Paris",4.4,Review score,5,,Family Studio,"2 beds (1 bunk bed, 1 sofa bed)",280230.0,2335.25,Booking.com
Aparthotel Adagio Paris XV,"15th arr., Paris",6.8,Review score,1642,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",486196.0,4051.63,Booking.com
Hôtel de France Quartier Latin,"5th arr., Paris",7.9,Good,1409,,Double Room,1 full bed,418047.0,3483.72,Booking.com
HOTEL AU COEUR DES ARTS ET METIERS,"3rd arr., Paris",8.0,Very Good,1238,8.6,Double Room with Courtyard View,1 full bed,592718.0,4939.32,Booking.com
Apartments WS Champs Elysées - Ponthieu,"8th arr., Paris",7.0,Good,374,,Studio Apartment,1 full bed,585872.0,4882.27,Booking.com
Apartments WS Marais - Musée Pompidou,"3rd arr., Paris",7.2,Good,177,8.1,Standard Studio,1 full bed,613964.0,5116.37,Booking.com
Villa Panthéon,"5th arr., Paris",7.7,Good,827,8.2,Classic Room,1 double or 2 twins,855759.0,7131.32,Booking.com
Hotel Saint Dominique,"7th arr., Paris",8.3,Very Good,521,8.8,Superior Double Room,1 queen bed,906946.0,7557.88,Booking.com
Pratic Hotel,"4th arr., Paris",7.4,Good,1388,8.0,Standard Double Room,1 full bed,490489.0,4087.41,Booking.com
Amazing apartment-2P-Sacré Coeur-Poissonniers-2,"18th arr., Paris",8.3,Very Good,3,,Studio,1 full bed,289701.0,2414.18,Booking.com
1K Paris,"3rd arr., Paris",7.6,Good,858,8.1,Deluxe L Double Room,Multiple bed types,813056.0,6775.47,Booking.com
Drawing Hotel,"1st arr., Paris",8.7,Excellent,651,9.3,Superior Double Room,1 double or 2 twins,1143314.0,9527.62,Booking.com
Hôtel Chateaubriand,"8th arr., Paris",7.8,Good,273,8.4,Classic Double Room,1 full bed,987047.0,8225.39,Booking.com
RODIER COZY FLAT,"9th arr., Paris",7.3,Good,42,,Studio Apartment,"2 beds (1 full, 1 sofa bed)",367838.0,3065.32,Booking.com
Cosy courcelles,"17th arr., Paris",7.0,Good,,,One-Bedroom Apartment,1 full bed,442102.0,3684.18,Booking.com
Hôtel Bleu de Grenelle,"15th arr., Paris",8.9,Excellent,2236,9.3,Large Superior Double Room,1 double or 2 twins,822622.0,6855.18,Booking.com
Suites & Hôtel Helzear Montparnasse,"14th arr., Paris",8.3,Very Good,703,8.5,One-Bedroom Suite,"2 beds (1 full, 1 sofa bed)",950228.0,7918.57,Booking.com
Apartments WS Champs-Elysées - Colomb,"8th arr., Paris",8.3,Very Good,425,8.7,Standard Studio,1 full bed,726160.0,6051.33,Booking.com
Normandy Le Chantier,"1st arr., Paris",8.2,Very Good,897,8.8,Superior King Room - Afterworks,1 king bed,892674.0,7438.95,Booking.com
GuestReady - Calming escape in the 11th arr,"11th arr., Paris",8.0,Very Good,,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",726568.0,6054.73,Booking.com
"Modern, Stylish Bright Apartment next to the Famous Paris Catacombs - 14th Arrondisement","14th arr., Paris",6.7,Review score,25,,Apartment,1 full bed,449760.0,3748.0,Booking.com
Mama Shelter Paris West,"15th arr., Paris",8.5,Very Good,1408,9.1,XL Mama Room,1 queen bed,551306.0,4594.22,Booking.com
Hôtel Aladin,"13th arr., Paris",6.3,Review score,1168,,Standard Twin Room,2 twin beds,271434.0,2261.95,Booking.com
Cute and Bright Studio in a Courtyard-Montmartre(5),"18th arr., Paris",8.9,Excellent,38,8.8,Superior Studio,1 full bed,642614.0,5355.12,Booking.com
Hôtel Opéra Dieppe,"9th arr., Paris",6.6,Review score,216,,Twin Room,2 twin beds,424812.0,3540.1,Booking.com
Hôtel du Romancier,"8th arr., Paris",8.0,Very Good,305,8.5,Double Room,1 king bed,978191.0,8151.59,Booking.com
Aparts CADET,"9th arr., Paris",7.4,Good,7,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",916693.0,7639.11,Booking.com
Paris j'Adore Hotel & Spa,"17th arr., Paris",9.1,Wonderful,676,9.5,Deluxe - Precious with Jacuzzi,1 queen bed,1181812.0,9848.43,Booking.com
HOTEL AU COEUR DE REPUBLIQUE,"11th arr., Paris",8.1,Very Good,664,8.7,Superior Double Room with Street View,1 full bed,795783.0,6631.52,Booking.com
Hôtel La Sanguine,"8th arr., Paris",7.7,Good,1922,,Superior Double Room,1 full bed,694890.0,5790.75,Booking.com
"The Hoxton, Paris","2nd arr., Paris",8.7,Excellent,866,9.1,Cozy,1 queen bed,1013735.0,8447.79,Booking.com
Loft Marais Sébastopol CityCosy,"3rd arr., Paris",6.7,Review score,17,,Loft,"4 beds (3 fulls, 1 sofa bed)",1036117.0,8634.31,Booking.com
Hotel Eden,"15th arr., Paris",8.5,Very Good,1261,8.9,Superior double room with Spa access and massages (2 adults),1 full bed,804056.0,6700.47,Booking.com
26 Faubourg - Ex-Hotel de Reims,"12th arr., Paris",7.9,Good,1034,8.5,Double Room,1 full bed,432499.0,3604.16,Booking.com
Meliá Paris Vendôme,"1st arr., Paris",8.0,Very Good,365,8.5,Premium Double Room,1 king bed,1146911.0,9557.59,Booking.com
Villa Lutèce Port Royal,"13th arr., Paris",7.1,Good,746,,Junior Suite,1 queen bed,898249.0,7485.41,Booking.com
Hôtel Montana La Fayette - Paris Gare du Nord,"10th arr., Paris",3.4,Review score,503,,Double Room,1 full bed,355074.0,2958.95,Booking.com
"Cur 16eme, standing et calme","16th arr., Paris",8.6,Excellent,12,9.4,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",725348.0,6044.57,Booking.com
Brand new Parisian nest near the Arc de Triomphe,"8th arr., Paris",7.0,Good,,,Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",701793.0,5848.28,Booking.com
Residence Chatillon,"14th arr., Paris",5.4,Review score,530,,Double Room,1 full bed,391509.0,3262.58,Booking.com
BONJOUR,"15th arr., Paris",3.2,Review score,4,,One-Bedroom Apartment,1 full bed,274211.0,2285.09,Booking.com
Amazing apartment-2P-Sacré Coeur-Poissonniers-4,"18th arr., Paris",6.0,Review score,4,,Studio,1 full bed,296985.0,2474.88,Booking.com
CMG Championnet - Saint Ouen - Guy Môquet,"18th arr., Paris",8.0,Very Good,9,8.6,Studio,"2 beds (1 full, 1 sofa bed)",407360.0,3394.67,Booking.com
Hôtel des Beaux Arts,"13th arr., Paris",6.7,Review score,293,,Double Room without Window,1 full bed,369277.0,3077.31,Booking.com
Cosy apartment Montparnasse/Parc des Expositions (Jean Moulin),"14th arr., Paris",7.0,Good,8,,Apartment,"2 beds (1 full, 1 sofa bed)",415394.0,3461.62,Booking.com
Paris superbe appartement Matignon,"8th arr., Paris",9.4,Wonderful,5,10.0,One-Bedroom Apartment,2 full beds,915498.0,7629.15,Booking.com
Le patio sur deux étages,"19th arr., Paris",5.8,Review score,9,,One-Bedroom Apartment,1 full bed,460551.0,3837.92,Booking.com
CMG Résidence Saint Lazare,"8th arr., Paris",6.1,Review score,21,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",576156.0,4801.3,Booking.com
Parisian Cocoon 1bdr Flat - Prime Loc le Marais,"3rd arr., Paris",7.8,Good,13,8.3,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",968864.0,8073.87,Booking.com
Modern's Hotel,"12th arr., Paris",3.2,Review score,1101,,Standard Double Room,1 full bed,302753.0,2522.94,Booking.com
indépendant flat: canal st martin&trains stations!,"19th arr., Paris",7.8,Good,5,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",497208.0,4143.4,Booking.com
Blue Nights Sébastopol 110,"3rd arr., Paris",6.7,Review score,34,,Superior Studio,"2 beds (1 king, 1 sofa bed)",419938.0,3499.48,Booking.com
Cosy Bedroom - Tour Eiffel Champs de Mars 17B,"15th arr., Paris",1.0,Review score,3,,Double Room,1 full bed,312504.0,2604.2,Booking.com
8.Studio 2Pers#Sèvres-Lecourbe#Necker,"15th arr., Paris",8.7,Excellent,4,10.0,Studio,1 queen bed,423582.0,3529.85,Booking.com
Joli Appart 4pers#Buttes Chaumont#Chapeau Rouge,"19th arr., Paris",5.9,Review score,7,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",442067.0,3683.89,Booking.com
19 Atelier Montorgueil,"2nd arr., Paris",5.0,Review score,7,,Apartment - Ground Floor,"4 beds (2 fulls, 2 sofa beds)",702166.0,5851.38,Booking.com
CMG Résidence Montmartre - Cottages,"18th arr., Paris",6.9,Review score,210,,Apartment,"2 beds (1 sofa bed, 1 queen)",457865.0,3815.54,Booking.com
Luxe Marais Bretagne CityCosy,"3rd arr., Paris",8.0,Very Good,4,,Apartment,"2 beds (1 full, 1 sofa bed)",1040505.0,8670.88,Booking.com
CMG Faubourg Saint-Martin - Chaudron,"10th arr., Paris",4.5,Review score,14,,Studio,"2 beds (1 full, 1 sofa bed)",311398.0,2594.98,Booking.com
3.Appartement 6Pers#Sèvres-Lecourbe#Necker,"15th arr., Paris",10.0,Exceptional,3,10.0,One-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",861994.0,7183.28,Booking.com
Nid douillet et chaleureux pour se détendre,"16th arr., Paris",5.3,Review score,18,,Studio,"2 beds (1 twin, 1 full)",292414.0,2436.78,Booking.com
Studio Avenue des Champs-Elysées,"8th arr., Paris",1.0,Review score,,,Studio,2 full beds,414253.0,3452.11,Booking.com
Lovely & cosy apartment Paris 15th,"15th arr., Paris",5.0,Review score,,,Two-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)",875060.0,7292.17,Booking.com
Superbe Appartement Paris 17,"17th arr., Paris",8.0,Very Good,,10.0,Two-Bedroom Apartment,"3 beds (1 full, 1 sofa bed, 1 queen)",869930.0,7249.42,Booking.com
Appartement - Arc de Triomphe,"17th arr., Paris",2.5,Review score,2,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",680558.0,5671.32,Booking.com
Agréable Appartement parking - quai de la seine,"19th arr., Paris",8.0,Very Good,3,,Two-Bedroom Apartment,2 full beds,853163.0,7109.69,Booking.com
43 Mezzanine 5Pers Madeleine Gallerie La Fayette,"8th arr., Paris",9.8,Exceptional,5,10.0,One-Bedroom Apartment,"3 beds (1 full, 2 sofa beds)",836616.0,6971.8,Booking.com
CMG Cosy Studio 2P - Parc Buttes Chaumont,"19th arr., Paris",5.0,Review score,,,Studio,1 full bed,469988.0,3916.57,Booking.com
Nice and calm flat with terrace close to Buttes-Chaumont in Paris - Welkeys,"19th arr., Paris",8.0,Very Good,,,Apartment,2 full beds,589222.0,4910.18,Booking.com
Amazing apartment III Saint Fargeau,"20th arr., Paris",3.5,Review score,2,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",378995.0,3158.29,Booking.com
GuestReady - Cozy Apt 10 mins from Arc de Triomphe,"16th arr., Paris",6.5,Review score,6,,One-Bedroom Apartment,1 full bed,620410.0,5170.08,Booking.com
GuestReady - Vibrant & Cosy in Montparnasse,"14th arr., Paris",7.0,Good,6,,Two-Bedroom Apartment,2 full beds,703751.0,5864.59,Booking.com
Beautiful apartment with a view of Eiffel Tower in center Paris,"14th arr., Paris",7.1,Good,14,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",670231.0,5585.26,Booking.com
Lovely Center Residence,"1st arr., Paris",7.0,Good,6,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",704821.0,5873.51,Booking.com
Appartement au coeur du Marais à Paris by Weekome,"4th arr., Paris",7.8,Good,11,8.2,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",634143.0,5284.52,Booking.com
CMG - Sacré Coeur / Montmartre,"18th arr., Paris",6.0,Review score,11,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",475743.0,3964.52,Booking.com
CMG - Batignolles 1G,"17th arr., Paris",5.5,Review score,2,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",615813.0,5131.77,Booking.com
CMG Jacuzzi - Martyrs/ Bas Montmartre,"9th arr., Paris",5.2,Review score,9,,Studio,1 full bed,536689.0,4472.41,Booking.com
CMG - République / Sebastopol,"3rd arr., Paris",5.3,Review score,3,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",530777.0,4423.14,Booking.com
CMG-Le Marais-Temple-1A,"3rd arr., Paris",6.2,Review score,17,,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",630412.0,5253.43,Booking.com
Sweet Inn - Maison Boissière,"16th arr., Paris",8.5,Very Good,67,9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",1184762.0,9873.02,Booking.com
CMG - LE MARAIS/SAINT ANTOINE,"4th arr., Paris",7.5,Good,11,8.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",795213.0,6626.78,Booking.com
CMG Lamartine-Maubeuge,"9th arr., Paris",7.4,Good,5,,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",989077.0,8242.31,Booking.com
CMG - Gare Saint Lazare,"9th arr., Paris",6.2,Review score,6,,Two-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)",990830.0,8256.92,Booking.com
CMG Ledru-Rollin - Canal Saint Martin 1,"11th arr., Paris",6.2,Review score,4,,Studio,1 sofa bed,320982.0,2674.85,Booking.com
